urn:cts:greekLit:tlg0012.tlg001.msA:1.1	<l xmlns="http://www.tei-c.org/ns/1.0" n="1"> Μῆνιν ἄειδε θεὰ <persName n="urn:cite:hmt:pers.pers1"> Πηληϊάδεω Ἀχιλῆος</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.195	<l xmlns="http://www.tei-c.org/ns/1.0" n="195"> ὄφρα ἴδῃ <persName n="urn:cite:hmt:pers.pers119"> Μενέλαον</persName> ἀρήϊον <persName n="urn:cite:hmt:pers.pers23"> Ἀτρέος</persName> υἱὸν: </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.200	<l xmlns="http://www.tei-c.org/ns/1.0" n="200"> παπταίνων ἥρωα <persName n="urn:cite:hmt:pers.pers89"> Μαχάονα</persName> · τὸν δ᾽ ἐνόησεν </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.204	<l xmlns="http://www.tei-c.org/ns/1.0" n="204"> ὄρσ᾽ <persName n="urn:cite:hmt:pers.pers89"> Ἀσκληπιάδη</persName> . καλέει κρείων <persName n="urn:cite:hmt:pers.pers22"> Ἀγαμέμνων</persName> . </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.205	<l xmlns="http://www.tei-c.org/ns/1.0" n="205"> ὄφρα ἴ̈δῃ <persName n="urn:cite:hmt:pers.pers119"> Μενέλαον</persName> ἀρήϊον. ἀρχὸν <rs n="urn:cite:hmt:place.place96" type="ethnic"> Ἀχαιῶν</rs> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.210	<l xmlns="http://www.tei-c.org/ns/1.0" n="210"> ἀλλ᾽ ὅτε δή ῥ᾽ ί̈κανον ὅθι ξανθὸς <persName n="urn:cite:hmt:pers.pers119"> Μενέλαος</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.219	<l xmlns="http://www.tei-c.org/ns/1.0" n="219"> πάσσε. τά οἵ ποτε πατρὶ φίλα φρονέων πόρε <persName n="urn:cite:hmt:pers.pers115"> Χείρων</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.220	<l xmlns="http://www.tei-c.org/ns/1.0" n="220"> Ὄφρα τοὶ, ἀμφεπένοντο βοὴν ἀγαθὸν <persName n="urn:cite:hmt:pers.pers119"> Μενέλαον</persName> . </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.223	<l xmlns="http://www.tei-c.org/ns/1.0" n="223"> Ἔνθ᾽ οὐκ ὰν βρίζοντα ἴ̈δοις <persName n="urn:cite:hmt:pers.pers22"> Ἀγαμέμνονα</persName> δῖον </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.228	<l xmlns="http://www.tei-c.org/ns/1.0" n="228"> <persName n="urn:cite:hmt:pers.pers540"> Εὐρυμέδῶν</persName> . υἱὸς <persName n="urn:cite:hmt:pers.pers508"> Πτολεμαίου Πειραΐδαο</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.232	<l xmlns="http://www.tei-c.org/ns/1.0" n="232"> καί ῥ᾽ οὓς μὲν σπεύδοντας ἴ̈δοι <rs n="urn:cite:hmt:pers.pers66" type="ethnic"> Δαναῶν</rs> ταχυπώλων. </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.235	<l xmlns="http://www.tei-c.org/ns/1.0" n="235"> οὐ γὰρ ἐπὶ ψευδέσσι πατὴρ <persName n="urn:cite:hmt:pers.pers8"> Ζευς</persName> ἔσσετ᾽ ἀρωγός· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.249	<l xmlns="http://www.tei-c.org/ns/1.0" n="249"> ὄφρα ἴ̈δητ᾽. αἴ κ᾽ ὕμμιν ὑπέρσχῃ χεῖρα <persName n="urn:cite:hmt:pers.pers139"> Κρονίων</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.252	<l xmlns="http://www.tei-c.org/ns/1.0" n="252"> οἱ δ᾽ ἀμφ᾽ <persName n="urn:cite:hmt:pers.pers287"> Ἰδομενῆα</persName> δαΐφρονα θωρήσσοντο· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.253	<l xmlns="http://www.tei-c.org/ns/1.0" n="253"> <persName n="urn:cite:hmt:pers.pers287"> Ἰ̈δομενεὺς</persName> μὲν ἐνι προμάχοις, συῒ είκελος ἀλκὴν· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.254	<l xmlns="http://www.tei-c.org/ns/1.0" n="254"> <persName n="urn:cite:hmt:pers.pers212"> Μηριόνης</persName> δ᾽ ἄρα οἱ πυμάτας ὤτρυνε φάλαγγας· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.255	<l xmlns="http://www.tei-c.org/ns/1.0" n="255"> τοὺς δὲ ἰ̈δὼν γήθησεν ἄναξ ἀνδρῶν <persName n="urn:cite:hmt:pers.pers22"> Ἀγαμέμνων</persName> . </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.256	<l xmlns="http://www.tei-c.org/ns/1.0" n="256"> αὐτίκα δ᾽ <persName n="urn:cite:hmt:pers.pers287"> Ἰ̈δομενῆα</persName> προσηύδα μειλιχίοισιν· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.257	<l xmlns="http://www.tei-c.org/ns/1.0" n="257"> <persName n="urn:cite:hmt:pers.pers287"> Ἰ̈δομενεῦ</persName> · περὶ μέν σε τίω <rs n="urn:cite:hmt:pers.pers66" type="ethnic"> Δαναῶν</rs> ταχυπώλων </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.265	<l xmlns="http://www.tei-c.org/ns/1.0" n="265"> Τὸν δ᾽ αῦτ᾽ <persName n="urn:cite:hmt:pers.pers287"> Ϊδομενεὺς</persName> <placeName n="urn:cite:hmt:place.place21"> Κρητῶν</placeName> ἀγὸς, ἀντίον ηὔδᾱ· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.266	<l xmlns="http://www.tei-c.org/ns/1.0" n="266"> <persName n="urn:cite:hmt:pers.pers22"> Ἀτρείδη</persName> · μάλα μέν τοι ἐγὼν ἐρίηρος ἑταῖρος </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.272	<l xmlns="http://www.tei-c.org/ns/1.0" n="272"> Ὡς ἔφατ᾽. <persName n="urn:cite:hmt:pers.pers22"> Ἀτρειδης</persName> δὲ παρῴχετο γηθόσυνος κῆρ· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.273	<l xmlns="http://www.tei-c.org/ns/1.0" n="273"> ἦλθε δ᾽ ἐπ᾽ <persName n="urn:cite:hmt:pers.pers127"> <persName n="urn:cite:hmt:pers.pers281"> Αἰάντεσσι</persName></persName> · κιὼν ἀνα οὐλαμὸν ἀνδρῶν. </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.276	<l xmlns="http://www.tei-c.org/ns/1.0" n="276"> ἐρχόμενον κατα πόντον ὑπο <persName n="urn:cite:hmt:pers.pers320"> Ζεφύροιο</persName> ἰ̈ωῆς· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.280	<l xmlns="http://www.tei-c.org/ns/1.0" n="280"> τοῖαι ἅμ᾽ <persName n="urn:cite:hmt:pers.pers127"> <persName n="urn:cite:hmt:pers.pers281"> Αἰάντεσσι</persName></persName> διοτρεφέων αἰζηῶν </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.283	<l xmlns="http://www.tei-c.org/ns/1.0" n="283"> καὶ τοὺς μὲν γήθησεν ἰ̈δὼν κρείων <persName n="urn:cite:hmt:pers.pers22"> Ἀγαμέμνων</persName> . </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.285	<l xmlns="http://www.tei-c.org/ns/1.0" n="285"> <persName n="urn:cite:hmt:pers.pers127"> <persName n="urn:cite:hmt:pers.pers281"> Αἴαντ᾽</persName></persName> . <rs n="urn:cite:hmt:place.place114" type="ethnic"> Ἀργείων</rs> ἡγήτορε χαλκοχιτώνων· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.288	<l xmlns="http://www.tei-c.org/ns/1.0" n="288"> αἲ γὰρ <persName n="urn:cite:hmt:pers.pers8"> Ζεῦ</persName> τε <choice> <abbr> περ</abbr> <expan> πάτερ</expan></choice> . καὶ <persName n="urn:cite:hmt:pers.pers67"> Ἀθηναίη</persName> · καὶ <persName n="urn:cite:hmt:pers.pers40"> Ἄπολλον</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.290	<l xmlns="http://www.tei-c.org/ns/1.0" n="290"> τῶ κε τάχ᾽ ημύσειε πόλις <persName n="urn:cite:hmt:pers.pers145"> Πριάμοιο</persName> ἄνακτος </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.293	<l xmlns="http://www.tei-c.org/ns/1.0" n="293"> ἔνθ᾽ ὅ γε <persName n="urn:cite:hmt:pers.pers117"> Νέστορ᾽</persName> ἔτετμε. λιγὺν <rs n="urn:cite:hmt:place.place41" type="ethnic"> Πυλίων</rs> ἀγορητὴν </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.295	<l xmlns="http://www.tei-c.org/ns/1.0" n="295"> ἀμφι μέγαν <persName n="urn:cite:hmt:pers.pers509"> Πελάγοντα</persName> <persName n="urn:cite:hmt:pers.pers510"> Ἀλάστορά</persName> τε, <persName n="urn:cite:hmt:pers.pers511"> Χρομίον</persName> τε· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.296	<l xmlns="http://www.tei-c.org/ns/1.0" n="296"> <persName n="urn:cite:hmt:pers.pers512"> Αἵμονά</persName> τε. κρείοντα· <persName n="urn:cite:hmt:pers.pers513"> Βίαντά</persName> τε ποιμένα λαῶν· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.311	<l xmlns="http://www.tei-c.org/ns/1.0" n="311"> καὶ τὸν μὲν γήθησεν ἰ̈δὼν κρείων <persName n="urn:cite:hmt:pers.pers22"> Ἀγαμέμνων</persName> . </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.317	<l xmlns="http://www.tei-c.org/ns/1.0" n="317"> Τὸν δ᾽ ἠμείβετ᾽ ἔπειτα <rs n="urn:cite:hmt:place.place115" type="ethnic"> Γερήνιος</rs> ἱππότα <persName n="urn:cite:hmt:pers.pers117"> Νέστωρ</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.318	<l xmlns="http://www.tei-c.org/ns/1.0" n="318"> <persName n="urn:cite:hmt:pers.pers22"> Ἀτρείδη</persName> · μάλα μέν τοι ἐγὼν ἐθέλοιμι καὶ αὐτὸς </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.319	<l xmlns="http://www.tei-c.org/ns/1.0" n="319"> ὡς έμεν. ὡς ὅτε δῖον <persName n="urn:cite:hmt:pers.pers514"> Ἐρευθαλίωνα</persName> <choice> <orig> κατέκτᾱν</orig> <reg> <sic> κατέκτον</sic></reg></choice> . </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.326	<l xmlns="http://www.tei-c.org/ns/1.0" n="326"> Ὡς ἔφατ᾽· <persName n="urn:cite:hmt:pers.pers22"> Ἀτρείδης</persName> δὲ παρῴχετο γηθόσυνος κῆρ· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.327	<l xmlns="http://www.tei-c.org/ns/1.0" n="327"> εὗρ᾽ υἱὸν <persName n="urn:cite:hmt:pers.pers277"> Πετεῶο</persName> <persName n="urn:cite:hmt:pers.pers515"> Μενεσθῆα</persName> πλήξιππον </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.329	<l xmlns="http://www.tei-c.org/ns/1.0" n="329"> αὐτὰρ ὃ πλησίον ἑστήκει πολύμητις. <persName n="urn:cite:hmt:pers.pers118"> Ὀδυσσεύς</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.336	<l xmlns="http://www.tei-c.org/ns/1.0" n="336"> τοὺς δὲ ἰ̈δὼν νείκεσσεν ἄναξ ἀνδρῶν <persName n="urn:cite:hmt:pers.pers22"> Ἀγαμέμνων</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.338	<l xmlns="http://www.tei-c.org/ns/1.0" n="338"> ὦ υἱὲ <persName n="urn:cite:hmt:pers.pers277"> Πετεῶο</persName> διοτρεφέος βασιλῆος·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.349	<l xmlns="http://www.tei-c.org/ns/1.0" n="349"> Τὸνδ`᾽ ἂρ ὑπόδρα ἰ̈δὼν προσέφη πολύμητις <persName n="urn:cite:hmt:pers.pers118"> Ὀδυσσεύς</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.350	<l xmlns="http://www.tei-c.org/ns/1.0" n="350"> <persName n="urn:cite:hmt:pers.pers22"> Ἀτρείδη</persName> . ποῖόν σε ἔπος φύγεν ἕρκος ὀδόντων· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.352	<l xmlns="http://www.tei-c.org/ns/1.0" n="352"> <rs n="urn:cite:hmt:place.place6" type="ethnic"> Τρωσὶν</rs> ἐφ᾽ ἱ̈πποδάμοισιν ἐγείρομεν ὀξὺν <persName n="urn:cite:hmt:pers.pers83"> Ἄρηα</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.354	<l xmlns="http://www.tei-c.org/ns/1.0" n="354"> <persName n="urn:cite:hmt:pers.pers271"> Τηλεμάχοιο</persName> φίλον πατέρα προμάχοισι μιγέντα </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.356	<l xmlns="http://www.tei-c.org/ns/1.0" n="356"> Τὸν δ`᾽ ἐπὶ μειδήσας προσέφη κρείων <persName n="urn:cite:hmt:pers.pers22"> Ἀγαμέμνων</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.358	<l xmlns="http://www.tei-c.org/ns/1.0" n="358"> διογενὲς· <persName n="urn:cite:hmt:pers.pers118"> Λαερτιάδη</persName> · πολυμήχαν᾽ <persName n="urn:cite:hmt:pers.pers118"> Ὀδυσσεῦ</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.365	<l xmlns="http://www.tei-c.org/ns/1.0" n="365"> εὗρε δὲ <persName n="urn:cite:hmt:pers.pers251"> Τυδέος</persName> υἱὸν ὑπέρθυμον <persName n="urn:cite:hmt:pers.pers215"> Διομήδεα</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.367	<l xmlns="http://www.tei-c.org/ns/1.0" n="367"> παρ δέ οἱ, ἑστήκει <persName n="urn:cite:hmt:pers.pers270"> Σθένελος</persName> <persName n="urn:cite:hmt:pers.pers385"> Καπανήϊος</persName> υἱός. </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.368	<l xmlns="http://www.tei-c.org/ns/1.0" n="368"> καὶ τὸν μὲν νείκεσσεν ἰ̈δὼν κρείων <persName n="urn:cite:hmt:pers.pers22"> Ἀγαμέμνων</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.370	<l xmlns="http://www.tei-c.org/ns/1.0" n="370"> ῴ μοι <persName n="urn:cite:hmt:pers.pers251"> Τυδέος</persName> υἱὲ δαΐφρονος, ἱπποδάμοιο. </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.372	<l xmlns="http://www.tei-c.org/ns/1.0" n="372"> οὐ μὲν <persName n="urn:cite:hmt:pers.pers251"> Τυδέϊ</persName> γ᾽ ὧδε φίλον πτωσκαζέμεν ῆεν· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.377	<l xmlns="http://www.tei-c.org/ns/1.0" n="377"> ξεῖνος. ἅμ᾽ ἀντιθέῳ <persName n="urn:cite:hmt:pers.pers517"> Πολυνείκεϊ</persName> λαὸν ἀγείρων. </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.381	<l xmlns="http://www.tei-c.org/ns/1.0" n="381"> ἀλλὰ <persName n="urn:cite:hmt:pers.pers8"> Ζεὺς</persName> ἔτρεψε παραίσια σήματα φαίνων· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.384	<l xmlns="http://www.tei-c.org/ns/1.0" n="384"> ἔνθ᾽ αὖτ᾽ ἀγγελίην ἐπὶ <persName n="urn:cite:hmt:pers.pers251"> Τυδῆ</persName> . στεῖλαν <rs n="urn:cite:hmt:place.place96" type="ethnic"> Ἀχαιοί</rs> . </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.386	<l xmlns="http://www.tei-c.org/ns/1.0" n="386"> δαινυμένους κατὰ δῶμα βίης <persName n="urn:cite:hmt:pers.pers518"> Ἐτεοκληείης</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.387	<l xmlns="http://www.tei-c.org/ns/1.0" n="387"> ἔνθ᾽ οὐδὲ ξεῖνός περ ἐὼν ἱ̈ππηλάτα <persName n="urn:cite:hmt:pers.pers251"> Τυδεὺς</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.390	<l xmlns="http://www.tei-c.org/ns/1.0" n="390"> ῥηϊδίως, τοίη οἱ ἐπίρροθος ῆεν <persName n="urn:cite:hmt:pers.pers67"> Ἀθήνη</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.394	<l xmlns="http://www.tei-c.org/ns/1.0" n="394"> <persName n="urn:cite:hmt:pers.pers519"> Μαίων Αἱμονίδης</persName> ἐπιείκελος ἀθανάτοισιν. </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.395	<l xmlns="http://www.tei-c.org/ns/1.0" n="395"> υἱός τ᾽ <persName n="urn:cite:hmt:pers.pers520"> Αὐτοφόνοιο</persName> μενεπτόλεμος <persName n="urn:cite:hmt:pers.pers521"> Πολυφόντης</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.396	<l xmlns="http://www.tei-c.org/ns/1.0" n="396"> <persName n="urn:cite:hmt:pers.pers251"> Τυδεὺς</persName> μὲν καὶ τοῖσιν, ἀεικέα πότμον ἐφἧκε· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.398	<l xmlns="http://www.tei-c.org/ns/1.0" n="398"> <persName n="urn:cite:hmt:pers.pers519"> Μαίον᾽</persName> ἀρα προέηκε θεῶν τεράεσσι πιθήσας· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.399	<l xmlns="http://www.tei-c.org/ns/1.0" n="399"> τοῖος ἔην <persName n="urn:cite:hmt:pers.pers215"> Τυδεὺς</persName> <rs n="urn:cite:hmt:place.place126" type="ethnic"> Αἰτώλιος</rs> · ἀλλὰ τὸν υἱὸν </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.401	<l xmlns="http://www.tei-c.org/ns/1.0" n="401"> Ὡς φάτο. τὸνδ᾽ οὔ τι προσέφη κρατερὸς <persName n="urn:cite:hmt:pers.pers215"> Διομήδης</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.403	<l xmlns="http://www.tei-c.org/ns/1.0" n="403"> τὸνδ᾽ υἱὸς <persName n="urn:cite:hmt:pers.pers385"> Καπανῆος</persName> ἀμείψατο κυδαλίμοιο· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.404	<l xmlns="http://www.tei-c.org/ns/1.0" n="404"> <persName n="urn:cite:hmt:pers.pers22"> Ἀτρείδη</persName> · μὴ ψεύδε᾽ ἐπιστάμενος σάφα εἰπεῖν· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.408	<l xmlns="http://www.tei-c.org/ns/1.0" n="408"> πειθόμενοι τεράεσσι θεῶν καὶ <persName n="urn:cite:hmt:pers.pers8"> Ζηνὸς</persName> ἀρωγῇ· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.411	<l xmlns="http://www.tei-c.org/ns/1.0" n="411"> Τὸν δ`᾽ ἂρ ὑπόδρα ἰ̈δὼν προσέφη κρατερὸς <persName n="urn:cite:hmt:pers.pers215"> Διομήδης</persName> . </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.413	<l xmlns="http://www.tei-c.org/ns/1.0" n="413"> οὐ γὰρ ἐγὼ, νεμεσῶ <persName n="urn:cite:hmt:pers.pers22"> Ἀγαμέμνονι</persName> ποιμένι λαῶν </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.423	<l xmlns="http://www.tei-c.org/ns/1.0" n="423"> ὄρνυτ᾽ ἐπασσύτερον, <persName n="urn:cite:hmt:pers.pers320"> Ζεφύρου</persName> ὑπὸ κινήσαντος· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.427	<l xmlns="http://www.tei-c.org/ns/1.0" n="427"> ὡς τότ᾽ ἐπασσύτεραι <rs n="urn:cite:hmt:pers.pers66" type="ethnic"> Δαναῶν</rs> κίνυντο φάλαγγες </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.439	<l xmlns="http://www.tei-c.org/ns/1.0" n="439"> ὦρσε δὲ τοὺς μὲν <persName n="urn:cite:hmt:pers.pers83"> Ἄρης</persName> · τοὺς δὲ γλαυκῶπις <persName n="urn:cite:hmt:pers.pers67"> Ἀθήνη</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.440	<l xmlns="http://www.tei-c.org/ns/1.0" n="440"> <persName n="urn:cite:hmt:pers.pers522"> Δεῖμός</persName> τ᾽· ἠδὲ <persName n="urn:cite:hmt:pers.pers523"> Φόβος</persName> . καὶ <persName n="urn:cite:hmt:pers.pers156"> Ἔρις</persName> ἄμοτον μεμαυῖα </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.441	<l xmlns="http://www.tei-c.org/ns/1.0" n="441"> <persName n="urn:cite:hmt:pers.pers83"> Ἄρεος</persName> ἀνδροφόνοιο κασιγνήτη ἑτάρη τε· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.457	<l xmlns="http://www.tei-c.org/ns/1.0" n="457"> Πρῶτος δ᾽ <persName n="urn:cite:hmt:pers.pers524"> Ἀντίλοχος</persName> <rs n="urn:cite:hmt:place.place6" type="ethnic"> Τρώων</rs> ἕλεν ἄνδρα κορυστὴν </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.458	<l xmlns="http://www.tei-c.org/ns/1.0" n="458"> ἐσθλὸν ἐνὶ προμάχοισι· <persName n="urn:cite:hmt:pers.pers525"> Θαλυσιάδην Ἐχέπωλον</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.463	<l xmlns="http://www.tei-c.org/ns/1.0" n="463"> τὸν δὲ πεσόντα ποδῶν ἔλαβε κρείων <persName n="urn:cite:hmt:pers.pers380"> Ἐλεφήνωρ</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.464	<l xmlns="http://www.tei-c.org/ns/1.0" n="464"> <persName n="urn:cite:hmt:pers.pers380"> Χαλκωδοντιάδης</persName> , μεγαθύμων ἀρχὸς <rs n="urn:cite:hmt:place.place154" type="ethnic"> Ἀβάντων</rs> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.467	<l xmlns="http://www.tei-c.org/ns/1.0" n="467"> νεκρὸν γάρ <sic> ῤ</sic> ἐρύοντα ἰ̈δὼν μεγάθυμος <persName n="urn:cite:hmt:pers.pers60"> Ἀγήνωρ</persName> . </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.473	<l xmlns="http://www.tei-c.org/ns/1.0" n="473"> Ἔνθ᾽ ἔβαλ᾽ <persName n="urn:cite:hmt:pers.pers526"> Ἀνθεμίωνος</persName> υἱὸν <persName n="urn:cite:hmt:pers.pers127"> Τελαμώνιος Αἴας</persName> . </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.474	<l xmlns="http://www.tei-c.org/ns/1.0" n="474"> ἠΐθεον· θαλερὸν· <persName n="urn:cite:hmt:pers.pers527"> Σιμοείσιον</persName> · ὅν ποτε μήτηρ </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.477	<l xmlns="http://www.tei-c.org/ns/1.0" n="477"> τούνεκά μιν κάλεον <persName n="urn:cite:hmt:pers.pers527"> Σιμοείσιον</persName> · οὐδὲ τοκεῦσι </l>
urn:cts:greekLit:tlg0012.tlg001.msA:4.479	<l xmlns="http://www.tei-c.org/ns/1.0" n="479"> ἔπλεθ᾽. ὑπ᾽ <persName n="urn:cite:hmt:pers.pers127"> Αἴαντος</persName> μεγαθύμου δουρὶ δαμέντι· </l>
